№ вагона;Собственник вагона;аренда;куда в ремонт;рамы;КП;Ст. отправления;Дорога отпр;Грузоотправитель (факт);Ст. назначения;Дорога назн;Грузополучатель (факт);Ст. операции;Дорога операции;Груз;Вес;№ накладной;Дата отправки вагона;Дата операции;Дата прибытия;Дата прибытия ПЛАН;срок доставки ЭТРАН
95112231;116м3;#N/A;СТЖ;#N/A;норм;ЕЙСК (ЭКСП.);СКВ;"ООО ""БАЛТСЕРВИС""";ХАВА;ЮВС;"ООО ""Аквилон""";ХАВА;ЮВС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ031078;08.05.2019;14.05.2019;12.05.2019;17.05.2019;14.05.2019
95875985;СТА 116м3;КВСЗ 2 партия;#N/A;#N/A;#N/A;СМОРГОНЬ;БЕЛ;;СТАРОКОНСТАНТИНОВ 2;ЮЗП;;СТАРОКОНСТАНТИНОВ 2;ЮЗП;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;20.05.2019;;24.05.2019;
95875886;СТА 116м3;КВСЗ 2 партия;#N/A;#N/A;#N/A;СМОРГОНЬ;БЕЛ;;ВИРЕВКА;ЮЗП;;ВИРЕВКА;ЮЗП;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;21.05.2019;;24.05.2019;
95171302;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ПОДБЕРЕЗЬЕ;ОКТ;"ОАО  ""Подберезский комбинат хлебопродуктов""";ШУМИЛИНО;БЕЛ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;70;27233360;20.05.2019;22.05.2019;;29.05.2019;29.05.2019
95043071;116м3;#N/A;#N/A;#N/A;норм;ДОСАТУЙ;ЗАБ;"Акционерное общество ""Племенной завод ""Комсомолец""";ПЕРМЬ2;СВР;"АО ""Пермский мукомольный завод""";ИНСКАЯ;ЗСБ;ПШЕНИЦА;67;ЭЙ328032;14.05.2019;22.05.2019;;;31.05.2019
95139614;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";БАЛТИЙСК;КЛГ;;БАЛТИЙСК;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ822166;03.05.2019;03.05.2019;03.05.2019;;06.05.2019
95042552;116м3;#N/A;#N/A;#N/A;норм;МЕЛЕУЗ;КБШ;"Общество с ограниченной ответственностью ""РЕЗЕРВ-ЛТД""";ГЛАЗОВ;ГОР;"хххООО ""Глазовский ККЗ""";ОКТЯБРЬСК;КБШ;ПШЕНИЦА;69;ЭЙ569048;18.05.2019;22.05.2019;;;24.05.2019
95165387;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ЧИШМЫ;КБШ;"ООО ""БАЛТСЕРВИС""";БЕЛОЕ ОЗЕРО;КБШ;"ООО ""БАЛТСЕРВИС""";БЕЛОЕ ОЗЕРО;КБШ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ782171;01.05.2019;10.05.2019;09.05.2019;;05.05.2019
95171187;116м3;#N/A;#N/A;#N/A;норм;АРЗАМАС 2;ГОР;;МОРШАНСК;КБШ;;МОРШАНСК;КБШ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;;;11.05.2019;;16.05.2019;
95132262;116м3;#N/A;#N/A;БР Китай;норм;УЛУСАРКА;ЮВС;"ООО ""Сентябрь""";МАНГАЛИ (ЭКСП.);ЛАТ;Compass Transit;УЗЛОВАЯ 1;МСК;ЖОМ (ВЫЖИМКИ, МЕЗГА) СВЕКЛОВИЧНЫЙ;69;27220778;20.05.2019;22.05.2019;;;29.05.2019
95152864;116м3;#N/A;#N/A;#N/A;норм;АКТОБЕ-2;КЗХ;;Зааятская;КЗХ;;Станция 68890 Nov 12 2015;;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;22.05.2019;;;
95047866;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЯНГИЮЛЬ;УЗБ;"ООО ""UMID""";ЯНГИЮЛЬ;УЗБ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;69;27184322;09.05.2019;20.05.2019;20.05.2019;24.05.2019;03.06.2019
95874632;СТА 116м3;КВСЗ 1 партия;#N/A;#N/A;#N/A;ПОПЕЛЬНЯ;ЮЗП;;СМОРГОНЬ;БЕЛ;;МОЛОДЕЧНО;БЕЛ;ЗЕРНО БОБОВ;70;;;22.05.2019;;;
95038386;116м3;#N/A;#N/A;#N/A;норм;БЕЛОЕ ОЗЕРО;КБШ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЛУЖСКАЯ;ОКТ;ПШЕНИЦА;70;ЭИ924911;05.05.2019;13.05.2019;;16.05.2019;22.05.2019
95043105;116м3;#N/A;#N/A;#N/A;норм;ОТРОЖКА;ЮВС;"ООО ""БАЛТСЕРВИС""";АСБЕСТ;СВР;;БОГДАНОВИЧ;СВР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ364625;13.05.2019;22.05.2019;;;22.05.2019
95122784;116м3;#N/A;#N/A;БР Китай;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";БАЛТИЙСКИЙ ЛЕС;КЛГ;;БАЛТИЙСКИЙ ЛЕС;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ134446;18.04.2019;18.04.2019;18.04.2019;18.04.2019;21.04.2019
95111266;116м3;#N/A;#N/A;#N/A;норм;ГОТНЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";КИНЕЛЬ;КБШ;ООО Союз-Агро Самара;КИНЕЛЬ;КБШ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ094832;10.05.2019;15.05.2019;15.05.2019;17.05.2019;17.05.2019
95039020;116м3;#N/A;#N/A;#N/A;норм;КАЛИНИНГРАД-СОРТИРОВОЧНЫЙ;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЗ766476;10.04.2019;16.04.2019;16.04.2019;16.04.2019;13.04.2019
95138483;116м3;#N/A;#N/A;#N/A;норм;БЕЛОВО;ЗСБ;"ООО ""Беловский элеватор""";СМОРГОНЬ;БЕЛ;"ООО ""Белагротерминал""";СМОРГОНЬ;БЕЛ;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;68;27011580;04.04.2019;14.04.2019;12.04.2019;;28.04.2019
95152955;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ПРИДОНСКАЯ;ЮВС;"ООО ""ЛИСКо БРОЙЛЕР""";СТАРЫЙ ОСКОЛ;ЮВС;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;69;27225972;18.05.2019;22.05.2019;;27.05.2019;29.05.2019
95043360;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ИЗМАЛКОВО;МСК;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ВЕРХОВЬЕ;МСК;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;70;27250397;21.05.2019;22.05.2019;;02.06.2019;30.05.2019
95110763;116м3;#N/A;#N/A;БР Китай;норм;НОВОИШИМСКАЯ;КЗХ;;СМОРГОНЬ;БЕЛ;;КРОТОВКА;КБШ;СЕМЕНА ЛЬНА;70;;;22.05.2019;;;
95875415;СТА 116м3;КВСЗ 1 партия;#N/A;#N/A;#N/A;ИЧНЯ;ЮЖН;;ДРАУГИСТЕ-ПОРТ(ЭКСП.);ЛИТ;;БАХМАЧ-ПАССАЖИРСКИЙ;ЮЗП;ЗЕРНО КУКУРУЗЫ;70;;;22.05.2019;;;
95168472;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;АБРАМОВКА;ЮВС;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ЗЕРНО БОБОВ;69;27182481;13.05.2019;21.05.2019;21.05.2019;;24.05.2019
95010617;116м3;#N/A;#N/A;БР Китай;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";БАЛТИЙСКИЙ ЛЕС;КЛГ;;БАЛТИЙСКИЙ ЛЕС;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ134640;18.04.2019;18.04.2019;18.04.2019;25.04.2019;21.04.2019
95171732;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ОЖЕРЕЛЬЕ;МСК;"ООО ""БАЛТСЕРВИС""";АСБЕСТ;СВР;;АСБЕСТ;СВР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭЙ365917;14.05.2019;20.05.2019;20.05.2019;;22.05.2019
95136149;116м3;#N/A;#N/A;#N/A;норм;ЛЬГОВ-КИЕВСКИЙ;МСК;"ООО ""БАЛТСЕРВИС""";АТКАРСК;ПРВ;"ОАО""Аткарский МЭЗ""";ВАЛУЙКИ;ЮВС;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭЙ521408;17.05.2019;22.05.2019;;;23.05.2019
95038121;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ВОЛКОВСКАЯ;ОКТ;"ООО ""БАЛТСЕРВИС""";БОГАТОЕ;ЮУР;"ООО ""АгроПромПереработка""";БУРУНДУКИ;ГОР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ471567;16.05.2019;22.05.2019;;;26.05.2019
95122040;116м3;#N/A;#N/A;БР Китай;норм;БЕЛОЕ ОЗЕРО;КБШ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЧИШМЫ;КБШ;ПШЕНИЦА;70;27240250;20.05.2019;22.05.2019;;31.05.2019;05.06.2019
95874855;СТА 116м3;КВСЗ 1 партия;#N/A;#N/A;#N/A;ПОПЕЛЬНЯ;ЮЗП;;СМОРГОНЬ;БЕЛ;;МОЛОДЕЧНО;БЕЛ;ЗЕРНО БОБОВ;70;;;22.05.2019;;;
95135505;116м3;#N/A;#N/A;#N/A;норм;КАВКАЗСКАЯ;СКВ;"ООО ""БАЛТСЕРВИС""";АРМАВИР-ТУАПСИНСКИЙ;СКВ;ООО «Компания Благо»;АРМАВИР-ТУАПСИНСКИЙ;СКВ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭИ625604;27.04.2019;16.05.2019;30.04.2019;05.05.2019;30.04.2019
95097762;116м3;#N/A;#N/A;#N/A;норм;ЛАТЫШСКАЯ;МСК;"ООО ""БАЛТСЕРВИС""";ПОЛИТОВО;ЮВС;"ООО ""БАЛТСЕРВИС""";ПОЛИТОВО;ЮВС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ823664;03.05.2019;17.05.2019;17.05.2019;09.05.2019;13.05.2019
95097176;116м3;#N/A;#N/A;#N/A;норм;МОСКВА-ТОВАРНАЯ-СМОЛЕНСКАЯ;МСК;"ООО ""БАЛТСЕРВИС""";АБРАМОВКА;ЮВС;"ООО ""БАЛТСЕРВИС""";АБРАМОВКА;ЮВС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ359928;13.05.2019;19.05.2019;18.05.2019;;20.05.2019
95038360;116м3;#N/A;СТЖ;#N/A;норм;ЕЙСК (ЭКСП.);СКВ;"ООО ""БАЛТСЕРВИС""";АПОЛЛОНСКАЯ;СКВ;"ООО ""БАЛТСЕРВИС""";АПОЛЛОНСКАЯ;СКВ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ096537;08.05.2019;13.05.2019;13.05.2019;22.05.2019;13.05.2019
95132205;116м3;#N/A;#N/A;БР Китай;норм;ЯНКО;КЗХ;;НОВОРОССИЙСК (ЭКСП.);СКВ;;АКСАРАЙСКАЯ 2;ПРВ;ЧЕЧЕВИЦА;69;;;22.05.2019;;;
95037438;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЧЕРНЯХОВСК;КЛГ;;ЧЕРНЯХОВСК;КЛГ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭЙ028101;07.05.2019;10.05.2019;09.05.2019;17.06.2019;11.05.2019
95874970;СТА 116м3;КВСЗ 1 партия;#N/A;#N/A;#N/A;БРУЗГИ (ЭКСП.);БЕЛ;;СМОРГОНЬ;БЕЛ;;ЛИДА;БЕЛ;ЖМЫХИ;0;;;22.05.2019;;23.05.2019;
95047213;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;КРУГЛОЕ ПОЛЕ;КБШ;"ООО ""БАЛТСЕРВИС""";БУГУЛЬМА;КБШ;Индивидуальный предприниматель Кривоплясов Андрей Николаевич;БУГУЛЬМА;КБШ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ641342;20.05.2019;22.05.2019;;23.05.2019;24.05.2019
95097069;116м3;#N/A;#N/A;#N/A;норм;РОСЬ;БЕЛ;;ШИПОВКА;КЛГ;;ШИПОВКА;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;21.05.2019;;25.05.2019;
95153110;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;МАКИНКА;КЗХ;;ДЖАЛТЫР;КЗХ;;МАКИНКА;КЗХ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;0;;;22.05.2019;;;
95044509;116м3;#N/A;#N/A;БР Китай;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ПОЧЕП;МСК;Грузо-ль - ТГНЛ 2208 - Станция 20170 - Sep 23 2016;НОВОЗЫБКОВ;МСК;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;69;27231942;18.05.2019;22.05.2019;;25.05.2019;25.05.2019
95099149;116м3;#N/A;#N/A;БР Китай;норм;УЯР;КРС;"ООО ""Уярское"" ХПП";САНКТ-ПЕТЕРБУРГ-ТОВ.-МОСКОВСК;ОКТ;"ОАО ""Ленинградский комбинат хлебопродуктов  им. С.М. Кирова""";КИПРИЯ (РЗД);ОКТ;ПШЕНИЦА;70;ЭЙ179646;10.05.2019;22.05.2019;;;25.05.2019
95039525;116м3;#N/A;#N/A;#N/A;норм;ТАЛОВАЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ЗЕРНО БОБОВ;70;27182585;13.05.2019;21.05.2019;21.05.2019;24.05.2019;24.05.2019
95874624;СТА 116м3;КВСЗ 1 партия;#N/A;#N/A;#N/A;ПОПЕЛЬНЯ;ЮЗП;;СМОРГОНЬ;БЕЛ;;МОЛОДЕЧНО;БЕЛ;ЗЕРНО БОБОВ;70;;;22.05.2019;;;
95152070;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ХАВА;ЮВС;"ООО ""Аквилон""";НЕВЕЛЬ 2;ОКТ;"Общество с ограниченной ответственностью ""Великолукский свиноводческий комплекс""";НЕВЕЛЬ 2;ОКТ;ШРОТ, СОДЕРЖАЩИЙ НЕ БОЛЕЕ 1,5% МАСЛА И НЕ БОЛЕЕ 11% ВЛАГИ;70;ЭИ879755;03.05.2019;14.05.2019;12.05.2019;11.05.2019;20.05.2019
95038634;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;СТАНОВАЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";КАЛАЧИНСКАЯ;ЗСБ;"ООО ""Калачинское ХПП""";КАЛАЧИНСКАЯ;ЗСБ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ308652;14.05.2019;20.05.2019;20.05.2019;;25.05.2019
53221941;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";СЕЛИКСА;КБШ;"ОАО ""Пензенский комбинат хлебопродуктов""";КЯНА;ЛИТ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;69;27239404;21.05.2019;22.05.2019;;02.06.2019;02.06.2019
95876009;СТА 116м3;КВСЗ 2 партия;СТЖ;#N/A;#N/A;СМОРГОНЬ;БЕЛ;;БРУЗГИ (ЭКСП.);БЕЛ;;БРУЗГИ (ЭКСП.);БЕЛ;ЖМЫХИ;69;;;18.05.2019;;19.05.2019;
95139606;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;НИЖНИЙ ЛОМОВ;КБШ;"ООО ""БАЛТСЕРВИС""";УЖУР;КРС;"ООО ""Элеватор""";ТАЙГА;ЗСБ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ874955;03.05.2019;20.05.2019;;;15.05.2019
95047833;116м3;#N/A;#N/A;#N/A;норм;ОБОЯНЬ;ЮВС;"АО ""Артель""";БОГДАНОВИЧ;СВР;"ОАО ""Богдановичский комбикормовый завод""";ПАТРИАРШАЯ;ЮВС;ЗЕРНО КУКУРУЗЫ;70;ЭЙ454982;17.05.2019;22.05.2019;;30.05.2019;01.06.2019
95038873;116м3;#N/A;#N/A;#N/A;норм;МАКИНКА;КЗХ;;ДЖАЛТЫР;КЗХ;;ДЖАЛТЫР;КЗХ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;0;;;22.05.2019;;;
95038527;116м3;#N/A;#N/A;#N/A;норм;АРГАЯШ;ЮУР;"ООО ""БАЛТСЕРВИС""";БАГАН;ЗСБ;"ООО ""Ассоциация""";БАГАН;ЗСБ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЗ397251;08.04.2019;13.04.2019;13.04.2019;17.04.2019;14.04.2019
95110250;116м3;#N/A;#N/A;БР Китай;ТОНКОМЕР;ИЗМАЛКОВО;МСК;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ВЕРХОВЬЕ;МСК;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;70;27250397;21.05.2019;22.05.2019;;02.06.2019;30.05.2019
95011615;116м3;#N/A;#N/A;БР Китай;ТОНКОМЕР;ДРАУГИСТЕ;ЛИТ;;РАХИМОВА;УЗБ;;УЗУНОВО;МСК;"ЕТСНГ ""отсутствует"". Слежение: Dec 21 2012";68;;;22.05.2019;;05.06.2019;
95132064;116м3;#N/A;#N/A;БР Китай;норм;КОЧЕНЕВО;ЗСБ;"ООО ""Бакс""";ГЛАЗОВ;ГОР;"хххООО ""Глазовский ККЗ""";ВЕРЕЩАГИНО;СВР;ПШЕНИЦА;70;ЭЙ449153;16.05.2019;21.05.2019;;;24.05.2019
95139267;116м3;#N/A;Иркутск;#N/A;норм;ШУМИХА;ЮУР;;НАУШКИ (ЭКСП. КЖД );ВСБ;Коммерческая Торговая компания с ОО Амугэ Внутренняя Монголия /Inner Mongolia Amuge Trade Co. Ltd;НАУШКИ;ВСБ;СЕМЕНА ЛЬНА;62;27176665;07.05.2019;22.05.2019;;28.05.2019;04.06.2019
95040713;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;АЛБАБА;ГОР;"ООО ""БАЛТСЕРВИС""";УЖУР;КРС;"ООО ""Элеватор""";УЖУР;КРС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ824009;04.05.2019;14.05.2019;14.05.2019;;15.05.2019
95170866;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ПИЛЬШИНО;МСК;"Общество с ограниченной отвественностью ""Брянский Бройлер""";ПИЛЬШИНО;МСК;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;65;27209937;15.05.2019;20.05.2019;19.05.2019;21.05.2019;22.05.2019
95131934;116м3;#N/A;#N/A;БР Китай;норм;РЫШКОВО;МСК;"ООО ""БАЛТСЕРВИС""";КРАСНЫЙ ГУЛЯЙ;КБШ;;РУЗАЕВКА;КБШ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ416691;16.05.2019;22.05.2019;;;22.05.2019
95121661;116м3;#N/A;#N/A;БР Китай;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";НАБЕРЕЖНЫЕ ЧЕЛНЫ;КБШ;"АО ""Набережночелнинский комбинат хлебопродуктов""";НАБЕРЕЖНЫЕ ЧЕЛНЫ;КБШ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;69;27199432;12.05.2019;20.05.2019;20.05.2019;26.05.2019;27.05.2019
95098588;116м3;#N/A;#N/A;БР Китай;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";БАЛТИЙСК;КЛГ;;БАЛТИЙСК;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ822311;03.05.2019;03.05.2019;03.05.2019;;06.05.2019
95137873;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ГЛАЗОВ;ГОР;"ООО ""БАЛТСЕРВИС""";ЧЕЛЯБИНСК-ГЛАВНЫЙ;ЮУР;"ОАО ""Вагонная ремонтная компания - 2""";ЧЕЛЯБИНСК-ГЛАВНЫЙ;ЮУР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭИ176788;19.04.2019;24.04.2019;24.04.2019;;25.04.2019
95042354;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ВЫСЕЛКИ;СКВ;"АО фирма ""Агрокомплекс"" им.Н.И.Ткачева";ЛИСКИ;ЮВС;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;67;27215940;16.05.2019;22.05.2019;;28.05.2019;30.05.2019
95123204;116м3;#N/A;#N/A;БР Китай;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ВЫСЕЛКИ;СКВ;"АО фирма ""Агрокомплекс"" им.Н.И.Ткачева";ВЫСЕЛКИ;СКВ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;65;27178131;07.05.2019;15.05.2019;15.05.2019;19.05.2019;21.05.2019
95876017;СТА 116м3;КВСЗ 2 партия;#N/A;#N/A;#N/A;СМОРГОНЬ;БЕЛ;;ТОРОПИЛОВКА;ЮЖН;;ВОРОЖБА;ЮЗП;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;22.05.2019;;;
95122180;116м3;#N/A;#N/A;#N/A;норм;ПРЕДПОРТОВАЯ;ОКТ;;ШУЯ;СЕВ;"ООО ""АГРО-ЭКСПЕРТ""";ПИКАЛЕВО 2;ОКТ;ЗЕРНООТХОДЫ;59;ЭЙ488863;19.05.2019;22.05.2019;;;27.05.2019
95151304;116м3;#N/A;#N/A;#N/A;норм;ХАВА;ЮВС;"ООО ""Аквилон""";НЕВЕЛЬ 2;ОКТ;"Общество с ограниченной ответственностью ""Великолукский свиноводческий комплекс""";НЕВЕЛЬ 2;ОКТ;ШРОТ, СОДЕРЖАЩИЙ НЕ БОЛЕЕ 1,5% МАСЛА И НЕ БОЛЕЕ 11% ВЛАГИ;70;ЭЙ066090;08.05.2019;21.05.2019;21.05.2019;17.05.2019;25.05.2019
